view,video_name,label,n_usable_frames,delay,hip_dominance_ratio,synchronization_corr,rfd_ratio,mean_confidence
Side view,10good.MOV,Good,20,0.0,0.8492345550089008,0.6976204222494261,0.3974075054725702,0.9414934933185577
Side view,11good.MOV,Good,20,0.0,0.7962731469396611,0.9936539818182877,0.8170239732935771,0.9866606146097183
Side view,12good.MOV,Good,20,0.0,1.150338326630627,0.9922153443753995,1.4117027340990662,0.988831153512001
Side view,14good.MOV,Good,20,0.0,0.7040795271388312,0.9952621222745632,0.7306080937295399,0.9931293666362763
Side view,16good.MOV,Good,20,0.0,2.1681912622058417,0.9978666163760926,2.2381728557396143,0.9793419957160949
Side view,17good.MOV,Good,20,0.0,1.3460434496057494,0.9583561813355258,1.0591729849741247,0.9882607460021973
Side view,20good.MOV,Good,20,0.0,0.8035159548698926,0.9291336761841827,0.584311590600232,0.9893010556697845
Side view,22good.MOV,Good,20,0.23333333333333334,0.7659775813265014,0.993708691354207,0.7756192950040913,0.9852413982152939
Side view,23good.MOV,Good,20,0.13333333333333333,1.2815665351591525,-0.3882632946472031,0.5151902424979317,0.9865203946828842
Side view,26good.MOV,Good,20,0.3333333333333333,0.8348014682729519,-0.7483741399380383,0.7057748745169544,0.9824691772460937
Side view,28good.MOV,Good,20,0.0,2.0875688235131444,0.9934592899491634,2.081965276367476,0.9911243379116058
Side view,2good.MOV,Good,20,-0.03333333333333333,1.181884619224208,0.9869005740147739,1.210645854897292,0.982865360379219
Side view,30good.MOV,Good,20,-0.4,0.15248710321825518,-0.3648613630273686,0.26850553774707736,0.9902904272079468
Side view,32good.MOV,Good,20,0.23333333333333334,0.4545112393852268,0.13794380629342132,1.1356114464712903,0.9842031955718994
Side view,34good.MOV,Good,20,-0.03333333333333333,3.207931512809284,0.691809135856222,1.3508805322765718,0.9109321415424347
Side view,36good.MOV,Good,20,0.0,0.868872657535509,0.7744667018054755,1.2885297577498447,0.9862320631742477
Side view,38good.MOV,Good,20,0.6333333333333333,0.26970024659760505,0.1708947525402048,0.3855939637642282,0.9684145778417588
Side view,41good.MOV,Good,20,-0.3,1.098708027065027,-0.2488099923582284,0.9120075644185613,0.9858964443206787
Side view,42good.MOV,Good,20,0.06666666666666667,0.42181751802296247,0.20529895315309973,0.5084417627063089,0.9846967071294784
Side view,43good.MOV,Good,20,0.0,1.0670904848635125,0.9924998351847898,1.0849083271382391,0.8681683570146561
Side view,44good.MOV,Good,20,0.6333333333333333,0.7978249240650296,0.9827561442093495,0.853956552365678,0.8878425687551499
Side view,46good.MOV,Good,20,0.0,1.095715883702693,0.9752792562743604,1.403686578615118,0.8692094206809997
Side view,47good.mp4,Good,20,0.0,0.44044269034950817,0.9915528172765931,0.4676198798085843,0.9938539892435074
Side view,48good.mp4,Good,20,-0.4666666666666667,2.1929039170660327,0.38007558508531963,1.596247163725937,0.9823747783899307
Side view,49good.MOV,Good,20,0.0,0.5533085586559973,0.9147057740361555,0.3238540897474834,0.9906116306781769
Side view,50good.mp4,Good,20,0.03333333333333333,2.127559724888966,0.9395231570055892,2.5252808893153786,0.9808839589357377
Side view,51good.MOV,Good,20,0.0,1.545972089736369,0.9880858846444899,1.4196861571508723,0.7591749638319015
Side view,52good.mp4,Good,20,0.0,1.0138692244951195,0.6414834023099035,1.2990547287589012,0.9834338903427124
Side view,55good.mp4,Good,20,-0.03333333333333333,1.7547436187624206,0.9078513587049474,1.254744544984816,0.9763148307800293
Side view,56good.mp4,Good,20,0.0,1.0854900316988174,0.949345585623611,1.4081989933124825,0.961707004904747
Side view,5good.MOV,Good,20,0.6333333333333333,0.868601678891207,0.49448430391266607,1.0331335742362227,0.9876026540994645
Side view,60good.mp4,Good,20,0.0,1.3780808708471073,0.9532546289809004,1.3801877970477863,0.973311322927475
Side view,61good.mp4,Good,20,0.0,1.0623869085983484,0.9567113973056468,0.8711946560599004,0.9523023396730423
Side view,63good.mp4,Good,20,-0.03333333333333333,1.1572378289814478,0.7809613705735464,0.7163131325026226,0.9593033343553543
Side view,64Good.mp4,Good,20,0.0,1.3799220484620005,0.8345607641370392,1.515349471505955,0.9613445699214935
Side view,6good.MOV,Good,20,0.26666666666666666,0.3308987776361641,-0.13169393977744615,0.39828074661374513,0.9907058775424957
Side view,7good.MOV,Good,20,0.13333333333333333,0.9174269490574408,-0.8260252316418921,1.2796945608712467,0.9881570547819137
Side view,8good.MOV,Good,20,0.0,0.8703997545745291,0.9963964146084185,0.8654024960578551,0.9814787864685058
Side view,13bad.MOV,Poor,20,-0.43333333333333335,0.752394147881679,-0.11666470232489945,0.9333478015208079,0.9942507416009903
Side view,18bad.MOV,Poor,20,0.0,1.0074998635745414,0.9720977901430491,1.1816705378919043,0.9838992714881897
Side view,19bad.MOV,Poor,20,0.0,1.5775685556102286,0.8886273431318521,1.9359766821356665,0.9652166992425919
Side view,21bad.MOV,Poor,20,-0.03333333333333333,0.45252170350152826,0.5605477234894574,0.47162763800688723,0.9857058465480805
Side view,24bad.MOV,Poor,20,0.0,1.5282964617802852,0.9691527439518044,1.9895971418650837,0.9858603686094284
Side view,25bad.MOV,Poor,20,-0.16666666666666666,0.4406584910178269,-0.7218690504540779,0.4630945122302199,0.9879030495882034
Side view,27bad.MOV,Poor,20,0.0,1.2084738306564446,0.9899223687525842,1.1909146764325775,0.981684097647667
Side view,29bad.MOV,Poor,20,0.4666666666666667,0.40438982864625234,0.02284956986455991,0.8588551080489085,0.9800318837165832
Side view,31bad.MOV,Poor,20,0.0,0.8107179414985006,0.9932285401446314,0.8799672691002135,0.9900769352912903
Side view,33bad.MOV,Poor,20,0.0,1.1101622863897884,0.8685070350653361,1.0758312301112307,0.8337660551071167
Side view,35bad.MOV,Poor,20,0.0,0.9807660979477326,0.9870668257222197,0.985431816941127,0.9187435746192932
Side view,37bad.MOV,Poor,20,0.0,1.1757816609672234,0.9828360331411542,1.2695578752322936,0.9288610845804215
Side view,40bad.MOV,Poor,20,-0.13333333333333333,0.6168930602269882,0.4441129304574696,0.4700107057915173,0.9873164653778076
Side view,45bad.MOV,Poor,20,0.0,1.4838766682063431,0.9927929712657245,1.4947829621278061,0.7070477575063705
Side view,53bad.mp4,Poor,20,0.3333333333333333,1.1582737536433614,0.5353348055158054,0.7583332292099796,0.9499316483736038
Side view,54bad.mp4,Poor,20,0.36666666666666664,0.8782574617335077,0.6983803317786106,1.5185579270923952,0.9294687628746032
Side view,57bad.mp4,Poor,20,0.1,0.6415226211933702,0.8875515077685983,0.8587636091999684,0.9707584768533707
Side view,59bad.mp4,Poor,20,0.0,0.5778434469406105,0.09674458489192882,1.0000996190679374,0.8817858129739762
Side view,62bad.mp4,Poor,20,-0.4,1.7357255622232979,0.7253183638476379,1.0457200540076852,0.961095517873764
